cause,cause_remapped,effect,effect_type,confidence,top_keyword_score,keywords,similarity_score,weight,full_answer
renewable energy certificates,renewable energy certificates,renewable energy adoption,increase,0.1316535,1,"[('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158), ('energy certificates', 0.869), ('renewable energy', 0.703), ('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158), ('renewable energy certificates', 1.0), ('energy certificates', 0.869), ('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158)]",0.7724052667617798,1,the upcoming implementation of a carbon tax by 2026 along with ambitious initiatives like renewable energy certificates (recs) and the carbon border adjustment mechanism (cbam) marks a decisive shift towards a greener and sustainable economy.
renewable energy certificates,renewable energy certificates,renewable energy adoption,increase,0.10416671,1,"[('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158), ('energy certificates', 0.869), ('renewable energy', 0.703), ('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158), ('renewable energy certificates', 1.0), ('energy certificates', 0.869), ('renewable', 0.6178), ('certificates', 0.5416), ('energy', 0.3158)]",0.7724052667617798,1,the upcoming implementation of a carbon tax by 2026 along with ambitious initiatives like renewable energy certificates (recs) and the carbon border adjustment mechanism (cbam) marks a decisive shift towards a greener and sustainable economy.
renewable energy directive,renewable energy directive,access to low-carbon energy sources,increase,0.48993814,0.9915,"[('renewable', 0.6341), ('directive', 0.4423), ('energy', 0.4004), ('energy directive', 0.7769), ('renewable energy', 0.7708), ('renewable', 0.6341), ('directive', 0.4423), ('energy', 0.4004), ('renewable energy directive', 0.9915), ('energy directive', 0.7769), ('renewable', 0.6341), ('directive', 0.4423), ('energy', 0.4004)]",0.7680087685585022,1,"to this end, we highlight in this paper a number of recommendations focusing on the following legislative files : effort sharing regulation (esr) : avoiding a transfer of responsibility from member states to industry emissions trading scheme (ets) : carbon leakage protection must be improved, at a time when eu chemical companies will have to invest massively into their transformation, in a context of growing asymmetry in carbon pricing between europe and the rest of the world land use, land use change and forestry (lulucf) : carbon sinks as an essential component in restoring sustainable carbon cycles energy efficiency directive (eed) : promoting complementarity between the "" energy efficiency first "" principle and industry ' s move to renewable and low carbon energy renewable energy directive (red) : ensuring access to increasing volumes of cost competitive renewable energy cefic stands ready to participate fully in the policy dialogue to help make the green deal a reality."
renewable based electrification,renewable-based electrification,industrial decarbonisation,increase,0.31955695,1,"[('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable based', 0.7108), ('renewable', 0.6646), ('based', 0.1002), ('renewable based electrification', 1.0), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002)]",0.7461591958999634,1,"duttatreya das, an independent consultant and the report ' s lead author said : "" besides being one of the most promising levers for decarbonising industries, renewable based electrification offers multiple co benefits."
renewable based electrification,renewable-based electrification,industrial delocalisation,increase,0.86088634,1,"[('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable based', 0.7108), ('renewable', 0.6646), ('based', 0.1002), ('renewable based electrification', 1.0), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002)]",0.7115650177001953,1,"duttatreya das, an independent consultant and the report ' s lead author said : "" besides being one of the most promising levers for decarbonising industries, renewable based electrification offers multiple co benefits."
renewable based electrification,renewable-based electrification,regulatory certainty,increase,0.18671156,1,"[('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable based', 0.7108), ('renewable', 0.6646), ('based', 0.1002), ('renewable based electrification', 1.0), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002)]",0.7385994791984558,1,"duttatreya das, an independent consultant and the report ' s lead author said : "" besides being one of the most promising levers for decarbonising industries, renewable based electrification offers multiple co benefits."
renewable based electrification,renewable-based electrification,regulatory uncertainty,increase,0.4783927,1,"[('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable based', 0.7108), ('renewable', 0.6646), ('based', 0.1002), ('renewable based electrification', 1.0), ('based electrification', 0.794), ('electrification', 0.7464), ('renewable', 0.6646), ('based', 0.1002)]",0.7424666881561279,1,"duttatreya das, an independent consultant and the report ' s lead author said : "" besides being one of the most promising levers for decarbonising industries, renewable based electrification offers multiple co benefits."
new raw materials,resource input reduction,circular supply chains,decrease,0.11455378,0.9289,"[('raw', 0.5255), ('materials', 0.4851), ('new', 0.2683), ('need', 0.1842), ('raw materials', 0.8682), ('new raw', 0.5546), ('materials', 0.4851), ('new', 0.2683), ('need', 0.1842), ('new raw materials', 0.9289), ('raw', 0.5255), ('materials', 0.4851), ('new', 0.2683), ('need', 0.1842)]",0.7067402005195618,-1,"this extends the product ' s lifespan, reduces the need for new raw materials, and minimizes environmental impact."
cbam lacks necessary,resource shuffling,inclusion of downstream products under CBAM,effect,0.94302607,0.6776,"[('cbam', 0.5213), ('carbon', 0.3644), ('leakage', 0.3215), ('prevent', 0.1505), ('lacks', 0.1082), ('carbon leakage', 0.6058), ('cbam lacks', 0.6012), ('necessary provisions', 0.2514), ('effectively prevent', 0.1972), ('lacks', 0.1082), ('cbam lacks necessary', 0.6776), ('prevent carbon leakage', 0.6717), ('effectively prevent', 0.1972), ('provisions', 0.1443), ('lacks', 0.1082)]",0.8365882635116577,0.5,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
exports,resource shuffling,inclusion of downstream products under CBAM,increase,0.12461375,0.87,"[('exports', 0.87), ('exports', 0.87), ('exports', 0.87)]",0.8276820182800293,1,"going forward, fertilizers europe ' s focus is on finding a suitable solution within the cbam framework for exports, its extension to downstream goods and to work on a strict implementation that avoids circumvention."
prevent carbon leakage,resource shuffling,inclusion of downstream products under CBAM,increase,0.3151225,1,"[('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('carbon leakage', 0.9068), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('prevent carbon leakage', 1.0), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387)]",0.828973114,1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
prevent carbon leakage,resource shuffling,inclusion of downstream products under CBAM,increase,0.855362,1,"[('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('carbon leakage', 0.9068), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('prevent carbon leakage', 1.0), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387)]",0.8308923244476318,1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
prevent carbon leakage,resource shuffling,inclusion of downstream products under CBAM,decrease,0.9993274,1,"[('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('carbon leakage', 0.9068), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('prevent carbon leakage', 1.0), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387)]",0.8066841959953308,-1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
prevent carbon leakage,resource shuffling,inclusion of downstream products under CBAM,decrease,0.92828554,1,"[('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('carbon leakage', 0.9068), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387), ('prevent carbon leakage', 1.0), ('prevent carbon', 0.7581), ('carbon', 0.5605), ('leakage', 0.4709), ('prevent', 0.2387)]",0.8220372200012207,-1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
cbam lacks necessary,resource shuffling,industrial decarbonisation,decrease,0.61095876,0.6079,"[('cbam', 0.4758), ('emissions', 0.4011), ('leakage', 0.2189), ('europe', 0.1374), ('potentially', 0.0301), ('cbam lacks', 0.5446), ('carbon leakage', 0.4939), ('downstream products', 0.3829), ('effectively prevent', 0.1702), ('europe', 0.1374), ('cbam lacks necessary', 0.6079), ('carbon leakage downstream', 0.5653), ('provisions effectively prevent', 0.3047), ('investments outside europe', 0.2943), ('stimulating transfer', 0.0557)]",0.7866278290748596,-1,"as it stands, cbam lacks the necessary provisions to effectively prevent carbon leakage in downstream products, potentially stimulating a transfer of carbon emissions, production and investments outside of europe."
